,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition,Age,GarageArea,TotalSF,MasVnrArea,WoodDeckSF,BsmtFinSF1,2ndFlrSF,BsmtFinSF2,MiscVal,LotArea,SalePrice
495,C (all),Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,,WD,Abnorml,59,0,1440,0.0,0,495,0,0,0,7879,34900
496,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,PConc,GasA,SBrkr,Attchd,WD,Normal,14,546,6428,0.0,264,1231,0,0,0,12692,430000
497,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Detchd,WD,Normal,58,240,2846,0.0,0,329,687,0,0,9120,184000
498,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,5,288,1763,89.0,64,450,0,0,0,7800,130000
499,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,22,297,1824,0.0,12,111,0,279,480,7535,120000
500,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,34,264,1890,285.0,144,356,546,0,0,1890,113000
501,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,603,2634,0.0,0,400,902,0,0,9803,226700
502,RL,Pave,Lvl,AllPub,Corner,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,42,461,2428,0.0,0,698,0,96,400,9170,140000
503,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,13,484,3302,0.0,0,1247,0,0,0,15602,289000
504,RL,Pave,Lvl,AllPub,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,GasA,SBrkr,Attchd,WD,Normal,35,440,2177,0.0,260,257,467,495,0,2308,147000
505,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Detchd,COD,Normal,57,400,2920,360.0,0,0,1000,0,0,7596,124500
506,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,12,471,2688,125.0,182,380,846,0,0,9554,215000
507,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,676,2436,0.0,0,27,0,0,0,7862,208300
508,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,3,360,2067,0.0,0,141,689,0,0,9600,161000
509,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,50,270,2082,132.0,224,991,0,0,0,9600,124500
510,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,CarPort,WD,Normal,9,288,2371,70.0,324,650,0,180,2000,14559,164900
511,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,474,2736,94.0,132,0,0,0,0,6792,202665
512,RL,Pave,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,48,624,1728,0.0,0,521,0,174,0,9100,129900
513,RL,Pave,Bnk,AllPub,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,24,484,2164,0.0,120,336,0,0,0,9187,134000
514,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Grav,SBrkr,Detchd,WD,Normal,57,200,1557,0.0,0,0,0,0,0,10594,96500
515,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,New,Partial,0,900,4026,305.0,156,1436,0,0,0,12220,402861
516,RL,Pave,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,COD,Abnorml,37,583,2808,333.0,0,0,741,0,0,10448,158000
517,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,12,889,3608,921.0,220,0,1067,0,0,10208,265000
518,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,9,546,2590,0.0,0,706,914,0,0,9531,211000
519,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,5,282,3356,0.0,0,0,804,0,0,10918,234000
520,RL,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,FuseA,,WD,Normal,8,0,1294,0.0,220,0,600,0,0,10800,106250
521,RL,Pave,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,FuseA,Attchd,WD,Normal,50,336,2488,0.0,0,777,0,0,0,11988,150000
522,RM,Pave,Lvl,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Detchd,WD,Normal,56,420,2668,0.0,0,399,660,0,0,5000,159000
523,RL,Pave,Bnk,AllPub,Inside,Edwards,PosN,PosN,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,BuiltIn,New,Partial,-1,884,7814,762.0,208,2260,1538,0,0,40094,184750
524,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,10,834,3777,594.0,239,719,1015,0,0,11787,315750
525,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,453,2523,0.0,38,0,0,0,0,7500,176000
526,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,7,252,1856,0.0,261,377,0,0,0,13300,132000
527,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,858,4165,268.0,126,1330,1237,0,0,14948,446261
528,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,,WD,Normal,5,0,1133,0.0,0,348,0,0,0,9098,86000
529,RL,Pave,Lvl,AllPub,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Stone,PConc,GasA,SBrkr,Attchd,WD,Alloca,32,484,4550,,0,1219,0,0,0,32668,200624
530,RL,Pave,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,19,600,2970,219.0,224,783,0,0,0,10200,175000
531,RM,Pave,Lvl,AllPub,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,9,502,1973,0.0,0,0,611,0,0,6155,128000
532,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Slab,GasA,SBrkr,Detchd,WD,Normal,3,392,827,0.0,0,0,0,0,0,7200,107500
533,RL,Pave,Low,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Slab,GasA,FuseF,,WD,Normal,57,0,334,0.0,0,0,0,0,0,5000,39300
534,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,403,2121,0.0,100,0,707,0,0,9056,178000
535,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,,WD,Normal,17,0,2464,0.0,85,969,527,0,0,7000,107500
536,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,9,527,2604,0.0,120,0,844,0,0,8924,188000
537,RL,Pave,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,COD,Normal,36,576,1728,0.0,216,600,0,0,0,12735,111250
538,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,38,336,2210,188.0,466,673,0,0,0,11553,158000
539,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,8,670,3182,479.0,180,1358,0,0,2000,11423,272000
540,RL,Pave,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,765,3676,584.0,270,1260,0,0,0,14601,315000
541,RL,Pave,Lvl,AllPub,FR2,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,7,648,3254,72.0,0,0,1288,0,0,11000,248000
542,RL,Pave,Lvl,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,10,583,3330,0.0,78,144,0,1127,0,10140,213250
543,RH,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,9,367,1490,182.0,120,584,0,139,0,4058,133000
544,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,426,2150,0.0,100,554,832,0,0,17104,179665
545,RL,Pave,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,18,786,3387,178.0,0,1002,806,202,0,13837,229000
546,RL,Pave,Bnk,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,BrkTil,GasA,FuseA,Detchd,WD,Normal,57,440,2700,0.0,0,300,720,0,0,8737,210000
547,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,37,624,1536,0.0,104,619,0,0,0,7244,129500
548,RM,Pave,HLS,AllPub,Inside,OldTown,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,13,720,1650,0.0,140,180,0,645,0,8235,125000
549,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,5,615,3006,0.0,182,0,1182,0,0,9375,263000
550,RL,Pave,Lvl,AllPub,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,COD,Abnorml,31,440,2138,0.0,0,559,0,0,0,4043,140000
551,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,FuseA,Attchd,WD,Normal,51,288,1856,0.0,0,308,0,0,0,6000,112500
552,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,908,3426,250.0,169,0,0,0,0,11146,255500
553,RL,Pave,Lvl,AllPub,Inside,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,6,520,1126,0.0,0,0,0,0,0,8777,108000
554,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,4,871,3044,292.0,320,866,1040,0,0,10625,284000
555,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,FuseA,Detchd,WD,Normal,56,280,2041,0.0,0,0,0,0,0,6380,113000
556,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Attchd,WD,Normal,49,299,2184,0.0,268,895,0,0,0,14850,141000
557,C (all),Pave,Low,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,CarPort,COD,Normal,56,570,1973,0.0,0,637,439,0,0,11040,108000
558,RL,Pave,HLS,AllPub,FR2,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,11,406,2175,0.0,264,604,717,0,0,21872,175000
559,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,420,2931,18.0,143,0,0,0,0,3196,234000
560,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Detchd,WD,Normal,14,528,2784,180.0,0,1302,0,0,0,11341,121500
561,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,31,418,2778,0.0,240,1071,0,123,0,10010,170000
562,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,CBlock,GasA,SBrkr,,WD,Normal,39,0,1992,0.0,144,290,0,0,0,13907,108000
563,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,58,396,2837,0.0,72,0,511,0,0,21780,185000
564,RL,Pave,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,6,590,3390,0.0,0,728,1129,0,0,13346,268000
565,RL,Pave,Bnk,AllPub,Corner,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,FuseF,Detchd,WD,Normal,60,216,2453,0.0,0,0,806,0,0,6858,128000
566,RL,Pave,Lvl,AllPub,Inside,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,1,656,3626,245.0,144,0,1370,0,0,11198,325000
567,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,532,3052,168.0,0,2,0,0,0,10171,214000
568,RL,Pave,Low,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,0,612,3628,0.0,349,1441,636,0,0,12327,316600
569,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,27,600,1886,0.0,42,943,0,0,0,7032,135960
570,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,43,576,3456,108.0,0,231,0,0,0,13101,142600
571,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,47,288,1728,207.0,168,414,0,0,0,7332,120000
572,RL,Pave,HLS,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,650,2538,0.0,208,0,846,0,0,13159,224500
573,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,7,400,1814,0.0,100,0,656,0,0,9967,170000
574,RL,Pave,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,SLvl,Gambrel,CompShg,MetalSd,AsphShn,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,2,288,1481,82.0,35,349,533,0,0,10500,139000
575,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,COD,Abnorml,58,336,2048,0.0,158,442,384,0,0,8480,118500
576,RL,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,59,216,2338,0.0,0,0,600,0,0,6292,145000
577,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,40,564,2484,97.0,160,328,0,551,0,11777,164500
578,FV,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Abnorml,1,540,2081,0.0,0,0,689,0,0,3604,146000
579,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,FuseF,Attchd,WD,Normal,54,352,2845,335.0,0,0,745,0,0,12150,131500
580,RL,Pave,Lvl,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,20,572,2573,85.0,216,594,0,219,0,14585,181900
582,RL,Grvl,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,SFoyer,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,,WD,Normal,17,0,1632,104.0,0,816,0,0,0,11841,118500
583,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,PosA,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,8,880,4012,0.0,105,0,1254,0,0,13500,325000
584,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,14,240,2457,0.0,0,0,584,0,0,6120,133000
585,RL,Pave,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,880,3896,208.0,326,1460,0,0,0,11443,369900
586,RL,Pave,Lvl,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1Story,Gable,CompShg,Stucco,Wd Shng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,8,275,1654,0.0,0,210,0,606,0,10267,130000
587,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,27,528,1700,0.0,0,672,0,0,0,8740,137000
588,RL,Pave,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Partial,6,452,2910,0.0,0,1324,0,0,0,25095,143000
589,RM,Pave,Lvl,AllPub,Inside,BrkSide,RRAn,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkTil,GasA,FuseA,Detchd,WD,Normal,48,308,1677,0.0,0,0,0,0,600,9100,79500
590,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,520,2352,0.0,0,490,812,0,0,8320,185900
591,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,BuiltIn,ConLI,Normal,1,842,4018,420.0,382,1338,568,0,0,13478,451950
592,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Detchd,WD,Normal,5,816,1632,0.0,0,816,0,0,0,6600,138000
593,RM,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,420,1696,170.0,140,685,0,0,0,4435,140000
594,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,33,280,1848,0.0,0,0,0,0,0,7990,110000
595,RL,Pave,Lvl,AllPub,Inside,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Other,PConc,GasA,SBrkr,Attchd,New,Partial,0,758,3640,238.0,180,1422,0,0,0,11302,319000
596,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,FuseA,Detchd,WD,Normal,13,216,2052,0.0,0,0,684,0,0,3600,114504
597,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,648,2660,72.0,120,0,0,0,0,3922,194201
598,RL,Pave,Bnk,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,29,621,3077,459.0,0,1283,0,147,0,12984,217500
599,RM,Pave,Lvl,AllPub,Inside,Blueste,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,COD,Normal,28,452,2272,0.0,161,81,840,612,0,1950,151000
600,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,1,736,2962,280.0,179,546,846,0,0,10927,275000
601,RM,Pave,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Detchd,WD,Normal,57,544,2155,0.0,0,0,595,0,0,9000,141000
602,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Abnorml,14,506,2823,0.0,120,789,988,0,0,10041,220000
603,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,5,480,1800,0.0,0,0,600,0,0,3182,151000
604,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,530,2988,99.0,192,922,0,0,0,12803,221000
605,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,19,486,2754,176.0,0,454,800,0,0,13600,205000
606,RL,Pave,Low,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,13,576,2080,0.0,168,732,0,0,0,12464,152000
607,RL,Pave,Bnk,AllPub,Inside,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,4,230,2904,0.0,103,603,896,0,0,7800,225000
608,RL,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Wd Sdng,PConc,GasA,SBrkr,Basment,WD,Alloca,9,380,4159,0.0,0,428,1254,0,0,12168,359100
