,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Scaled_OverallQal,Scaled_SalePrice
482,483,70,RM,50.0,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,GasA,Ex,Y,SBrkr,916,910,0,4,1,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1,164,Fa,Fa,Y,0,0,,,,0,2009,WD,Normal,155000,2736,0,2.5,1.2246467991473532e-16,-1.0,0.6582920727378816,-0.32562653573731243
483,484,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,GasA,Ex,Y,SBrkr,1216,0,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Unf,2,402,TA,TA,Y,0,0,,,,0,2006,WD,Normal,164000,2432,125,3.0,0.5,-0.8660254037844387,-0.07008432713559168,-0.21213762438787676
484,485,20,RL,,7758,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0,411,GasA,Gd,Y,SBrkr,999,0,0,3,1,Gd,6,Typ,0,,Detchd,1963.0,Unf,1,264,TA,TA,Y,0,0,,,,0,2007,WD,Normal,132500,1998,132,2.0,1.0,6.123233995736766e-17,-0.7984607270090649,-0.6093488141109015
485,486,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,0,506,GasA,Gd,Y,SBrkr,1113,0,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1,264,TA,TA,Y,0,0,,,,0,2009,WD,Normal,147000,2226,200,1.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.4265055680479219
486,487,20,RL,79.0,10289,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,0,237,GasA,TA,Y,SBrkr,1073,0,0,3,1,TA,6,Typ,0,,Attchd,1965.0,RFn,2,515,TA,TA,Y,0,0,,,,0,2007,WD,Normal,156000,2146,0,2.5,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.3130166566984862
487,488,20,RL,70.0,12243,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,0,486,GasA,Gd,Y,SBrkr,1484,0,0,3,1,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2,487,TA,TA,Y,224,0,,,,0,2007,WD,Normal,175000,2968,180,2.0,0.8660254037844386,0.5000000000000001,-0.7984607270090649,-0.07342895496078873
488,489,190,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,GasA,TA,N,FuseA,1766,648,0,3,2,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2,520,TA,Fa,N,142,0,,,,0,2006,ConLD,Normal,160000,3368,0,2.0,0.5,-0.8660254037844387,-0.7984607270090649,-0.2625771405431815
489,490,180,RM,21.0,1526,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,0,115,GasA,TA,Y,SBrkr,630,0,0,1,1,Gd,3,Typ,0,,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,,,,0,2009,WD,Normal,86000,1260,0,2.0,0.5,-0.8660254037844387,-1.526837126882538,-1.195708189416319
490,491,160,RM,,2665,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,GasA,TA,Y,SBrkr,616,688,0,3,1,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1,336,TA,TA,Y,141,0,,,,0,2008,WD,Normal,115000,1568,24,1.5,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.8300216972903597
491,492,50,RL,79.0,9490,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,GasA,TA,Y,FuseA,958,620,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1,240,TA,TA,Y,0,0,,MnPrv,,0,2006,WD,Normal,133000,2384,32,2.0,-0.8660254037844384,-0.5000000000000004,-0.07008432713559168,-0.6030438745914884
492,493,60,RL,105.0,15578,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,GasA,Gd,Y,SBrkr,728,728,0,3,1,TA,8,Typ,0,,Attchd,2006.0,RFn,2,429,TA,TA,Y,0,0,,,,0,2006,New,Partial,172785,2184,0,2.5,0.5,-0.8660254037844387,-0.07008432713559168,-0.10135983703178873
493,494,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,532,363,GasA,TA,Y,FuseA,1269,0,0,3,1,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1,308,TA,TA,Y,0,0,,,,0,2008,WD,Normal,155000,2538,0,1.5,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.32562653573731243
494,495,30,RM,50.0,5784,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,190,GasA,Gd,Y,FuseA,886,0,0,2,1,TA,4,Typ,0,,Attchd,1938.0,Unf,1,273,TA,TA,Y,144,0,,,,0,2009,WD,Normal,91300,1076,100,1.0,-2.4492935982947064e-16,1.0,-0.7984607270090649,-1.1288758305105402
495,496,30,C (all),60.0,7879,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,0,225,GasA,TA,N,FuseA,720,0,0,2,1,TA,4,Typ,0,,,,,0,0,,,N,0,0,,GdWo,,0,2009,WD,Abnorml,34900,1440,638,1.0,-0.5000000000000004,0.8660254037844384,-1.526837126882538,-1.840073008300337
496,497,20,RL,,12692,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1231,Unf,0,1969,GasA,Ex,Y,SBrkr,3228,0,0,4,1,Gd,10,Typ,1,Gd,Attchd,1992.0,RFn,2,546,TA,TA,Y,264,0,,,,0,2007,WD,Normal,430000,6428,366,4.0,0.5,-0.8660254037844387,1.3866684726113547,3.142090199939888
497,498,50,RL,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,0,697,GasA,Ex,Y,SBrkr,1133,687,0,4,1,TA,8,Typ,0,,Detchd,1925.0,Unf,1,240,TA,TA,N,0,0,,GdPrv,,0,2008,WD,Normal,184000,2846,100,3.0,1.2246467991473532e-16,-1.0,0.6582920727378816,0.040059956388646914
498,499,20,RL,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,0,414,GasA,Ex,Y,SBrkr,899,0,0,3,1,Gd,5,Typ,0,,Attchd,1967.0,Fin,1,288,TA,TA,Y,64,0,,MnPrv,,0,2009,WD,Normal,130000,1763,0,1.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.640873511707967
499,500,20,RL,70.0,7535,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,111,LwQ,279,522,GasA,Fa,Y,SBrkr,912,0,0,2,1,TA,5,Typ,0,,Attchd,1958.0,Fin,1,297,TA,TA,Y,12,0,,MnWw,Shed,480,2007,WD,Normal,120000,1824,285,1.5,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.7669723020962288
500,501,160,RM,21.0,1890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,0,316,GasA,TA,Y,SBrkr,672,546,0,3,1,TA,7,Typ,0,,Detchd,1973.0,Unf,1,264,TA,TA,Y,144,0,,,,0,2007,WD,Normal,113000,1890,28,1.5,0.5,-0.8660254037844387,-0.07008432713559168,-0.8552414553680121
501,502,60,FV,75.0,9803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0,466,GasA,Gd,Y,SBrkr,866,902,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2,603,TA,TA,Y,0,0,,,,0,2008,WD,Normal,226700,2634,108,2.5,0.8660254037844386,0.5000000000000001,0.6582920727378816,0.5785017913465249
502,503,20,RL,70.0,9170,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,96,420,GasA,Ex,Y,SBrkr,1214,0,0,2,1,TA,6,Typ,0,,Detchd,1965.0,Unf,2,461,Fa,Fa,Y,0,0,,GdPrv,Shed,400,2007,WD,Normal,140000,2428,184,2.0,0.8660254037844387,-0.4999999999999998,-0.7984607270090649,-0.5147747213197051
503,504,20,RL,100.0,15602,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,0,254,GasA,TA,Y,SBrkr,1801,0,0,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2,484,TA,TA,Y,0,0,,GdWo,,0,2010,WD,Normal,289000,3302,215,3.0,1.0,6.123233995736766e-17,0.6582920727378816,1.364097255465396
504,505,160,RL,24.0,2308,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,495,103,GasA,TA,Y,SBrkr,855,467,0,3,1,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,260,0,,,,0,2009,WD,Normal,147000,2177,0,3.0,1.2246467991473532e-16,-1.0,-0.07008432713559168,-0.4265055680479219
505,506,90,RM,60.0,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,960,GasA,Gd,Y,SBrkr,960,1000,0,4,2,TA,10,Typ,0,,Detchd,1952.0,Unf,2,400,TA,TA,N,0,0,,,,0,2009,COD,Normal,124500,2920,0,2.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.710227846421511
506,507,60,RL,80.0,9554,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,0,397,GasA,Ex,Y,SBrkr,1065,846,0,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2,471,TA,TA,Y,182,0,,,,0,2006,WD,Normal,215000,2688,81,2.5,-1.0,-1.8369701987210292e-16,1.3866684726113547,0.4309662065922586
507,508,20,FV,75.0,7862,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,0,1191,GasA,Ex,Y,SBrkr,1218,0,0,2,1,Gd,4,Typ,0,,Attchd,2009.0,Fin,2,676,TA,TA,Y,0,0,,,,0,2009,New,Partial,208300,2436,102,2.0,-1.0,-1.8369701987210292e-16,-0.07008432713559168,0.34648001703212317
508,509,70,RM,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,0,548,GasA,Ex,Y,SBrkr,689,689,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2,360,TA,TA,N,0,0,,,,0,2008,WD,Normal,161000,2067,116,2.0,-0.8660254037844386,0.5000000000000001,0.6582920727378816,-0.2499672615043553
509,510,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,991,Unf,0,50,GasA,Ex,Y,SBrkr,1041,0,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,270,TA,TA,Y,224,0,,MnPrv,,0,2009,WD,Normal,124500,2082,88,2.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.710227846421511
510,511,20,RL,75.0,14559,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,180,178,GasA,Ex,Y,SBrkr,1363,0,0,2,1,TA,6,Min1,2,TA,CarPort,1951.0,Unf,1,288,TA,TA,Y,324,0,,,Shed,2000,2009,WD,Normal,164900,2371,210,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.2007887332529332
511,512,120,RL,40.0,6792,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,GasA,Ex,Y,SBrkr,1368,0,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,0,,,,0,2006,New,Partial,202665,2736,35,2.0,1.0,6.123233995736766e-17,0.6582920727378816,0.2754233486483376
512,513,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,174,169,GasA,TA,Y,SBrkr,864,0,0,3,1,TA,5,Typ,0,,Detchd,1964.0,Unf,2,624,TA,TA,Y,0,0,,,,0,2006,WD,Normal,129900,1728,0,2.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.6421344996118497
513,514,20,RL,71.0,9187,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336,Unf,0,748,GasA,TA,Y,SBrkr,1080,0,0,3,1,TA,5,Typ,0,,Attchd,1983.0,Unf,2,484,TA,TA,Y,120,0,,,,0,2007,WD,Normal,134000,2164,158,1.5,1.2246467991473532e-16,-1.0,-0.07008432713559168,-0.5904339955526623
514,515,45,RL,55.0,10594,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,Grav,Fa,N,SBrkr,789,0,0,2,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1,200,Po,Po,Y,0,0,,MnPrv,,0,2007,WD,Normal,96500,1557,112,1.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-1.063304459508644
515,516,20,RL,94.0,12220,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,0,570,GasA,Ex,Y,SBrkr,2020,0,0,3,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3,900,TA,TA,Y,156,0,,,,0,2009,New,Partial,402861,4026,54,3.5,-1.0,-1.8369701987210292e-16,2.8434212723583014,2.799870692705184
516,517,80,RL,,10448,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,689,GasA,TA,Y,SBrkr,1378,741,0,3,1,TA,7,Typ,1,TA,Attchd,1972.0,RFn,2,583,TA,TA,Y,0,0,,GdPrv,,0,2009,COD,Abnorml,158000,2808,104,2.5,-0.8660254037844384,-0.5000000000000004,-0.07008432713559168,-0.28779689862083385
517,518,60,RL,79.0,10208,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1264,GasA,Ex,Y,SBrkr,1277,1067,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,3,889,TA,TA,Y,220,0,,,,0,2009,WD,Normal,265000,3608,0,2.5,-0.4999999999999997,-0.8660254037844388,0.6582920727378816,1.0614601585335677
518,519,60,RL,,9531,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,706,Unf,0,88,GasA,Ex,Y,SBrkr,882,914,0,3,1,TA,7,Typ,0,,Attchd,1998.0,RFn,2,546,TA,TA,Y,0,0,,MnPrv,,0,2007,WD,Normal,211000,2590,36,3.5,0.5,-0.8660254037844387,-0.07008432713559168,0.38052669043695386
519,520,70,RL,53.0,10918,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,1276,GasA,Ex,Y,SBrkr,1276,804,0,3,1,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,1,282,TA,TA,Y,0,0,,MnPrv,,0,2009,WD,Normal,234000,3356,145,1.5,1.2246467991473532e-16,-1.0,0.6582920727378816,0.6705539083299561
520,521,190,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,,,,,0,,0,0,GasA,TA,N,FuseA,694,600,0,3,2,TA,7,Typ,0,,,,,0,0,,,N,220,0,,,,0,2008,WD,Normal,106250,1294,324,2.0,-0.8660254037844384,-0.5000000000000004,-1.526837126882538,-0.9403581388800888
521,522,20,RL,90.0,11988,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,0,467,GasA,Ex,Y,FuseA,1244,0,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,Unf,1,336,TA,TA,Y,0,0,,,,0,2007,WD,Normal,150000,2488,40,1.5,0.5,-0.8660254037844387,-0.07008432713559168,-0.3886759309314433
522,523,50,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399,Unf,0,605,GasA,Ex,Y,SBrkr,1004,660,0,3,1,TA,7,Typ,2,Gd,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,0,,,,0,2006,WD,Normal,159000,2668,60,2.0,-0.8660254037844386,0.5000000000000001,-0.07008432713559168,-0.27518701958200764
523,524,60,RL,130.0,40094,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,762.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2260,Unf,0,878,GasA,Ex,Y,SBrkr,3138,1538,0,3,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,3,884,TA,TA,Y,208,0,,,,0,2007,New,Partial,184750,7814,406,4.5,-0.8660254037844386,0.5000000000000001,2.8434212723583014,0.04951736566776655
524,525,60,RL,95.0,11787,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,719,Unf,0,660,GasA,Ex,Y,SBrkr,1383,1015,0,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Fin,3,834,TA,TA,Y,239,0,,,,0,2007,WD,Normal,315750,3777,60,3.5,-0.8660254037844384,-0.5000000000000004,0.6582920727378816,1.7014115197539965
525,526,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1257,GasA,Ex,Y,SBrkr,1266,0,0,3,1,Gd,6,Typ,1,TA,Attchd,2005.0,Unf,2,453,TA,TA,Y,38,0,,,,0,2006,WD,Normal,176000,2523,144,2.0,0.8660254037844387,-0.4999999999999998,0.6582920727378816,-0.060819075921962555
526,527,20,RL,70.0,13300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,0,551,GasA,TA,Y,SBrkr,928,0,0,2,1,TA,4,Typ,0,,Attchd,1956.0,Unf,1,252,TA,TA,Y,261,0,,,,0,2007,WD,Normal,132000,1856,156,1.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.6156537536303146
527,528,60,RL,67.0,14948,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1330,Unf,0,122,GasA,Ex,Y,SBrkr,1476,1237,0,3,1,Ex,11,Typ,1,Gd,Attchd,2008.0,Fin,3,858,TA,TA,Y,126,0,,,,0,2008,New,Partial,446261,4165,66,3.5,-0.5000000000000004,0.8660254037844384,2.115044872484828,3.3471394429902404
528,529,30,RL,58.0,9098,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,0,180,GasA,Ex,Y,SBrkr,605,0,0,2,1,TA,5,Typ,0,,,,,0,0,,,N,0,0,,,,0,2007,WD,Normal,86000,1133,144,2.0,-0.4999999999999997,-0.8660254037844388,-1.526837126882538,-1.195708189416319
529,530,20,RL,,32668,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,,,Gd,TA,PConc,TA,TA,No,Rec,1219,Unf,0,816,GasA,TA,Y,SBrkr,2515,0,0,4,2,TA,9,Maj1,2,TA,Attchd,1975.0,RFn,2,484,TA,TA,Y,0,0,,,,0,2007,WD,Alloca,200624,4550,200,4.0,1.0,6.123233995736766e-17,-0.07008432713559168,0.24968658553009337
